Concepts count,Axioms count,Uncertain axioms count,SAT proportion mean,Time mean,SAT proportion std,Time std
60,0.18333333333333332,10,1.0,0.0005729293823242187,0.0,0.00034054735874028007
60,0.2,10,1.0,0.0004548478126525879,0.0,0.0003091630627629811
60,0.21666666666666667,10,1.0,0.0004110383987426758,0.0,0.00021432830412757993
60,0.23333333333333334,10,0.99,0.00042227506637573244,0.09949874371066199,0.00021269236955356237
60,0.25,10,1.0,0.000489952564239502,0.0,0.0004678757875515943
60,0.26666666666666666,10,1.0,0.000511634349822998,0.0,0.0004075254081227924
60,0.2833333333333333,10,1.0,0.00047649383544921874,0.0,0.00024386058640577513
60,0.3,10,1.0,0.00046314239501953124,0.0,0.00021748260068822707
60,0.31666666666666665,10,1.0,0.0006441831588745117,0.0,0.0015592301682385312
60,0.3333333333333333,10,1.0,0.0005132174491882325,0.0,0.0003312631960235678
60,0.35,10,1.0,0.0007003211975097657,0.0,0.0015174933453939018
60,0.36666666666666664,10,1.0,0.0006503701210021972,0.0,0.0005265593024069416
60,0.38333333333333336,10,1.0,0.0007564854621887207,0.0,0.0018503486027163813
60,0.4,10,1.0,0.000619497299194336,0.0,0.0003508497082820936
60,0.4166666666666667,10,0.98,0.0007950067520141602,0.1399999999999999,0.001418599298794773
60,0.43333333333333335,10,1.0,0.000657961368560791,0.0,0.00041822793160528377
60,0.45,10,1.0,0.0008173966407775879,0.0,0.00181709528625356
60,0.4666666666666667,10,0.97,0.0006508469581604004,0.17058722109231972,0.0003424391076781538
60,0.48333333333333334,10,1.0,0.0008460330963134766,0.0,0.0016070371924163712
60,0.5,10,0.98,0.0006560444831848145,0.13999999999999985,0.00021912725499048479
60,0.5166666666666667,10,0.99,0.0008343529701232911,0.09949874371066196,0.0015591306257299777
60,0.5333333333333333,10,0.99,0.0006914281845092773,0.09949874371066199,0.0003090333353671266
60,0.55,10,0.99,0.0006959342956542969,0.09949874371066196,0.00040352014095131284
60,0.5666666666666667,10,1.0,0.0006114721298217773,0.0,0.00016914116572211893
60,0.5833333333333334,10,0.98,0.0006094121932983398,0.1399999999999999,0.0002357093442165395
60,0.6,10,0.96,0.000627899169921875,0.1959591794226541,0.0002460955626464082
60,0.6166666666666667,10,0.99,0.0006423044204711914,0.09949874371066196,0.0001371719657587734
60,0.6333333333333333,10,0.98,0.0006856131553649903,0.1399999999999999,0.00033933254433316716
60,0.65,10,0.98,0.0006492972373962402,0.13999999999999987,9.026586836056503e-05
60,0.6666666666666666,10,0.96,0.0008199286460876465,0.19595917942265398,0.0015555331450006536
60,0.6833333333333333,10,0.97,0.0007089710235595703,0.1705872210923198,0.00026151839208633136
60,0.7,10,0.98,0.0007192730903625488,0.13999999999999985,0.00018490685783480792
60,0.7166666666666667,10,0.96,0.0007659292221069336,0.19595917942265392,0.00032514123460525095
60,0.7333333333333333,10,0.96,0.0009182190895080566,0.1959591794226542,0.001514569744010133
60,0.75,10,0.98,0.000782482624053955,0.13999999999999993,0.0002572577113249412
60,0.7666666666666667,10,0.99,0.0009082984924316406,0.09949874371066196,0.0015046692173333015
60,0.7833333333333333,10,0.97,0.000966348648071289,0.1705872210923199,0.0015660798200510288
60,0.8,10,0.93,0.0008320879936218262,0.25514701644346155,0.0002952804456744342
60,0.8166666666666667,10,0.96,0.0008581042289733887,0.19595917942265398,0.0003513942601307378
60,0.8333333333333334,10,0.94,0.0008417057991027832,0.23748684174075807,0.0002835948753692734
60,0.85,10,0.94,0.0008424711227416992,0.23748684174075835,0.0003213825638846301
60,0.8666666666666667,10,0.94,0.0010204672813415526,0.2374868417407581,0.0016424957983525283
60,0.8833333333333333,10,0.96,0.0010030007362365723,0.1959591794226542,0.0016055735730328897
60,0.9,10,0.96,0.0010787725448608398,0.19595917942265403,0.0017399656339251487
60,0.9166666666666666,10,0.94,0.0009638381004333496,0.23748684174075815,0.0004005711858708469
60,0.9333333333333333,10,0.98,0.0010822296142578125,0.1399999999999999,0.001542916991793452
60,0.95,10,0.9,0.0009374952316284179,0.2999999999999999,0.00023258041446261115
60,0.9666666666666667,10,0.96,0.0009646344184875488,0.1959591794226541,0.00038486839995505336
60,0.9833333333333333,10,0.93,0.0011483263969421387,0.25514701644346166,0.001764209685929506
60,1.0,10,0.89,0.001148364543914795,0.31288975694324045,0.0015617549888248324
60,1.0166666666666666,10,0.92,0.0010181951522827148,0.271293199325011,0.0002606634627446576
60,1.0333333333333334,10,0.99,0.001171860694885254,0.09949874371066195,0.0015185906785359837
60,1.05,10,0.86,0.0010446619987487793,0.34698703145794946,0.0004248406285745957
60,1.0666666666666667,10,0.9,0.001279752254486084,0.29999999999999977,0.0022931161205000873
60,1.0833333333333333,10,0.95,0.0015130209922790527,0.2179449471770338,0.0017038899502487194
60,1.1,10,0.88,0.0012662911415100098,0.3249615361854386,0.0015811432580622247
60,1.1166666666666667,10,0.92,0.0011377835273742676,0.27129319932501095,0.00038382699572183857
60,1.1333333333333333,10,0.92,0.001275184154510498,0.2712931993250109,0.001744360825118213
60,1.15,10,0.85,0.0013126635551452637,0.35707142142714265,0.001606086415978718
60,1.1666666666666667,10,0.86,0.0011318182945251464,0.3469870314579494,0.00024435589307361
60,1.1833333333333333,10,0.87,0.0013741254806518555,0.3363034344160046,0.0019341418148049374
60,1.2,10,0.88,0.0012791132926940917,0.3249615361854386,0.001574107278678698
60,1.2166666666666666,10,0.82,0.0011792588233947754,0.38418745424597134,0.00039884081740458366
60,1.2333333333333334,10,0.88,0.001396961212158203,0.3249615361854386,0.002237753993197702
60,1.25,10,0.81,0.0011741924285888672,0.3923009049186604,0.00023581546128215581
60,1.2666666666666666,10,0.88,0.001193981170654297,0.32496153618543866,0.00026850980602408363
60,1.2833333333333334,10,0.86,0.00114626407623291,0.3469870314579494,0.0001739925688578575
60,1.3,10,0.83,0.0012263154983520508,0.37563279941985916,0.0005287591973863056
60,1.3166666666666667,10,0.86,0.0013194561004638671,0.3469870314579496,0.0015795483173298552
60,1.3333333333333333,10,0.81,0.001168844699859619,0.3923009049186603,0.00015912856332139734
60,1.35,10,0.7,0.001508023738861084,0.4582575694955838,0.002313806645851983
60,1.3666666666666667,10,0.84,0.0011962461471557617,0.3666060555964675,0.0001803477377968502
60,1.3833333333333333,10,0.74,0.0012375926971435547,0.4386342439892258,0.0001988040329219988
60,1.4,10,0.73,0.001218101978302002,0.44395945760846256,0.00028539880868318104
60,1.4166666666666667,10,0.73,0.0012160658836364747,0.4439594576084626,0.0001624472450753733
60,1.4333333333333333,10,0.72,0.0012421226501464844,0.44899888641287283,0.00026021832019009237
60,1.45,10,0.67,0.001282351016998291,0.47021271782034973,0.0002974373480389965
60,1.4666666666666666,10,0.64,0.001655735969543457,0.48,0.002656521488805268
60,1.4833333333333334,10,0.7,0.0013374018669128419,0.4582575694955838,0.0004088919509469271
60,1.5,10,0.73,0.0014832806587219238,0.4439594576084625,0.0018132185040163355
60,1.5166666666666666,10,0.74,0.0015347909927368164,0.43863424398922596,0.0018179362271274443
60,1.5333333333333334,10,0.79,0.0013902044296264647,0.40730823708832625,0.0004062461846031164
60,1.55,10,0.71,0.0016957902908325195,0.4537620521815368,0.0023925335684548228
60,1.5666666666666667,10,0.74,0.0013636708259582519,0.43863424398922607,0.00016821939897796798
60,1.5833333333333333,10,0.65,0.001608257293701172,0.4769696007084725,0.0016709387286915848
60,1.6,10,0.67,0.0014728856086730956,0.4702127178203497,0.00045129834839144003
60,1.6166666666666667,10,0.67,0.0017955970764160156,0.47021271782034985,0.0018265365614269762
60,1.6333333333333333,10,0.6,0.001690065860748291,0.48989794855663554,0.0018849898693270577
60,1.65,10,0.64,0.0016089367866516113,0.48000000000000004,0.0016047492474213357
60,1.6666666666666667,10,0.55,0.0015195655822753907,0.49749371855330987,0.00030130794153160215
60,1.6833333333333333,10,0.59,0.0017245745658874512,0.49183330509431733,0.0018932532793305616
60,1.7,10,0.7,0.0016735506057739258,0.4582575694955838,0.0016210896825767992
60,1.7166666666666666,10,0.58,0.0015291023254394532,0.49355850717012284,0.00040554033791553737
60,1.7333333333333334,10,0.55,0.0019212889671325684,0.49749371855331,0.002373217171937979
60,1.75,10,0.53,0.001619269847869873,0.4990991885387113,0.0003934489948117708
60,1.7666666666666666,10,0.57,0.0015646886825561523,0.4950757517794623,0.0002977265093605673
60,1.7833333333333334,10,0.53,0.0018204927444458007,0.49909918853871127,0.0015393694299026311
60,1.8,10,0.49,0.0019307327270507812,0.49989998999799923,0.0025087767190947177
60,1.8166666666666667,10,0.44,0.0017421150207519531,0.4963869458396343,0.0016449990058024153
60,1.8333333333333333,10,0.42,0.0016134333610534667,0.49355850717012284,0.0002788183702877812
60,1.85,10,0.45,0.0018038702011108397,0.49749371855330987,0.0018781049605665508
60,1.8666666666666667,10,0.35,0.0016648149490356445,0.4769696007084726,0.00039341157311400594
60,1.8833333333333333,10,0.47,0.0016665291786193848,0.4990991885387114,0.0003568359766932709
60,1.9,10,0.36,0.0017821502685546875,0.48,0.0016672405506901102
60,1.9166666666666667,10,0.43,0.0017296361923217773,0.49507575177946234,0.0003684311050597137
60,1.9333333333333333,10,0.44,0.0020127320289611817,0.4963869458396344,0.0018102979770923404
60,1.95,10,0.29,0.0016774225234985351,0.45376205218153687,0.0003441163761254747
60,1.9666666666666666,10,0.37,0.0019996857643127443,0.48280430818293263,0.002442117195507088
60,1.9833333333333334,10,0.37,0.0016927576065063476,0.48280430818293274,0.0003094483202569367
60,2.0,10,0.32,0.001673147678375244,0.4664761515876238,0.00019817402977449503
60,2.0166666666666666,10,0.36,0.001694965362548828,0.48000000000000004,0.0001563736369797037
60,2.033333333333333,10,0.31,0.001893761157989502,0.46249324319388696,0.0017096155492972633
60,2.05,10,0.33,0.0017316937446594238,0.47021271782034957,0.00019288248530122015
60,2.066666666666667,10,0.33,0.0019539833068847657,0.47021271782034946,0.0018510111718390994
60,2.0833333333333335,10,0.32,0.001930234432220459,0.4664761515876237,0.0017534194073340972
60,2.1,10,0.32,0.00179823637008667,0.46647615158762373,0.0004653261814938062
60,2.1166666666666667,10,0.29,0.001782383918762207,0.4537620521815368,0.00020992659904871415
60,2.1333333333333333,10,0.27,0.002015426158905029,0.4439594576084626,0.0018527048628606024
60,2.15,10,0.36,0.0017985796928405762,0.48,0.00034432111278246536
60,2.1666666666666665,10,0.37,0.002011423110961914,0.4828043081829326,0.001855684904572245
60,2.183333333333333,10,0.34,0.0022049832344055178,0.4737087712930807,0.002480676808081528
60,2.2,10,0.29,0.002327570915222168,0.4537620521815369,0.002594052738214176
60,2.216666666666667,10,0.24,0.0022703838348388673,0.4270831300812528,0.0025619675121058543
60,2.2333333333333334,10,0.21,0.0018983817100524903,0.40730823708832625,0.0001886210821222417
60,2.25,10,0.22,0.0019585990905761717,0.4142463035441599,0.00038074506820888097
60,2.2666666666666666,10,0.21,0.002299966812133789,0.40730823708832625,0.0026485010956829435
60,2.283333333333333,10,0.24,0.0020827984809875487,0.42708313008125287,0.001868925754493499
60,2.3,10,0.26,0.0023054909706115723,0.438634243989226,0.0025946401463215604
60,2.316666666666667,10,0.22,0.002166612148284912,0.4142463035441599,0.0018647186815926328
60,2.3333333333333335,10,0.1,0.00200714111328125,0.29999999999999977,0.0004141191924936741
60,2.35,10,0.22,0.00198760986328125,0.41424630354416003,0.00030962664318909765
60,2.3666666666666667,10,0.23,0.002201981544494629,0.42083250825001617,0.0018040225468086905
60,2.3833333333333333,10,0.16,0.002000870704650879,0.36660605559646736,0.00029576114974467875
60,2.4,10,0.22,0.002286984920501709,0.41424630354416003,0.00195323018501603
60,2.4166666666666665,10,0.17,0.002217414379119873,0.37563279941985916,0.0018413334128267
60,2.433333333333333,10,0.16,0.002056901454925537,0.3666060555964675,0.00031701449327750783
60,2.45,10,0.25,0.0024605703353881834,0.4330127018922193,0.0026077574706355805
60,2.466666666666667,10,0.3,0.002059462070465088,0.4582575694955838,0.0003926144332769463
60,2.4833333333333334,10,0.16,0.002835850715637207,0.36660605559646725,0.003825166846563695
60,2.5,10,0.24,0.002450318336486816,0.42708313008125287,0.002577052960447563
