Concepts count,Axioms count,Uncertain axioms count,SAT proportion mean,Time mean,SAT proportion std,Time std
60,0.18333333333333332,10,0.98,0.0004379129409790039,0.13999999999999987,0.0002896374756108585
60,0.2,10,0.99,0.00042945384979248047,0.09949874371066199,0.0003030250779642043
60,0.21666666666666667,10,1.0,0.00047226905822753904,0.0,0.00026907434895136396
60,0.23333333333333334,10,0.99,0.0004058742523193359,0.09949874371066196,0.0002392818759999971
60,0.25,10,1.0,0.0004433441162109375,0.0,0.00033028122145269047
60,0.26666666666666666,10,1.0,0.00044450521469116213,0.0,0.00022998299035581571
60,0.2833333333333333,10,1.0,0.0004898619651794434,0.0,0.0002824032143504816
60,0.3,10,1.0,0.0004942560195922851,0.0,0.0003038680096223259
60,0.31666666666666665,10,0.99,0.0004955101013183594,0.09949874371066195,0.00029588821485327917
60,0.3333333333333333,10,0.99,0.00048497676849365237,0.09949874371066195,0.0002366218745990007
60,0.35,10,1.0,0.0007039332389831543,0.0,0.0015291022466204884
60,0.36666666666666664,10,0.97,0.0006207799911499023,0.17058722109231983,0.0003924195580363417
60,0.38333333333333336,10,1.0,0.0007597804069519043,0.0,0.0017617862302564296
60,0.4,10,0.99,0.0007664942741394043,0.09949874371066196,0.0005849066475369355
60,0.4166666666666667,10,1.0,0.0007778310775756836,0.0,0.0014540151435107466
60,0.43333333333333335,10,0.99,0.0006841135025024414,0.09949874371066199,0.00034480984439198305
60,0.45,10,0.98,0.0008572006225585938,0.13999999999999987,0.002003175857396975
60,0.4666666666666667,10,0.99,0.0006456804275512695,0.09949874371066195,0.0002826031675706463
60,0.48333333333333334,10,0.99,0.0008368587493896484,0.09949874371066196,0.0013911107158792312
60,0.5,10,0.99,0.0006992197036743164,0.09949874371066195,0.00030874040872543
60,0.5166666666666667,10,0.98,0.0008669972419738769,0.13999999999999987,0.0015974115198517577
60,0.5333333333333333,10,0.97,0.0007481956481933593,0.17058722109231989,0.0003345030995955645
60,0.55,10,0.96,0.0008481359481811524,0.19595917942265423,0.0013954812034541262
60,0.5666666666666667,10,0.96,0.0006664323806762695,0.19595917942265417,0.00018547911718244658
60,0.5833333333333334,10,0.99,0.0008871603012084961,0.09949874371066196,0.0015752191890888452
60,0.6,10,0.99,0.0008845663070678711,0.09949874371066196,0.0014950478447864279
60,0.6166666666666667,10,0.99,0.0007342600822448731,0.09949874371066199,0.00030894641079069296
60,0.6333333333333333,10,0.98,0.000730581283569336,0.13999999999999999,0.00032577917724099066
60,0.65,10,0.97,0.000686953067779541,0.17058722109231975,0.00023008961276965698
60,0.6666666666666666,10,0.95,0.0007249259948730469,0.21794494717703375,0.0003643086526054448
60,0.6833333333333333,10,0.98,0.0007235050201416015,0.13999999999999987,0.0003941297567184215
60,0.7,10,0.99,0.0006971478462219239,0.09949874371066195,0.000148773756450266
60,0.7166666666666667,10,0.94,0.0007332968711853028,0.23748684174075785,0.0003579348661963611
60,0.7333333333333333,10,0.97,0.0007799458503723144,0.17058722109232,0.000276453412799557
60,0.75,10,0.95,0.0007576465606689454,0.21794494717703372,0.00018217293569197884
60,0.7666666666666667,10,0.97,0.0008895325660705566,0.17058722109231989,0.0014490378299598344
60,0.7833333333333333,10,0.95,0.0008043551445007324,0.21794494717703375,0.00029633578232495
60,0.8,10,0.97,0.0009585428237915039,0.17058722109231986,0.001610538945658845
60,0.8166666666666667,10,0.94,0.000828695297241211,0.23748684174075813,0.0004012127429206207
